time,temp_air,temp_water,humidity,ph,light,salinity,do,co2_air,set_temp_air,set_ph,set_oxygen,target_growth,target_ph,tank_vol,building_vol,growth_len,device_temp_air,device_temp_water,device_light,device_ph_injection,device_nitrogen,device_oxygen,expected_ph_duration,expected_growth,expected_harvest_time
2024-01-03T20:23:00+09:00,28.11,26.35,41.41,10.21,1101.1,2.99,8.15,270.88,33.88,8.81,3.55,11.68,7.41,502.48,5490.23,50.52,1,0,1,0,1,0,81.0,7.74,2023-10-05T09:35:00+09:00
2024-01-03T20:23:30+09:00,27.95,26.35,41.16,10.17,1115.09,3.02,8.26,270.23,33.89,8.84,3.59,11.53,7.38,503.5,5506.59,51.52,1,1,1,1,1,0,80.46,7.84,2023-10-04T18:28:18+09:00
2024-01-03T20:24:00+09:00,27.81,26.3,40.99,10.14,1118.67,2.99,8.16,266.69,33.93,8.86,3.54,11.54,7.39,502.75,5555.99,51.5,0,0,1,0,1,0,79.85,7.76,2023-10-05T06:57:36+09:00
2024-01-03T20:24:30+09:00,27.73,26.28,40.58,10.18,1128.95,2.97,8.31,259.04,33.96,8.84,3.49,11.39,7.41,499.23,5586.27,51.02,1,1,1,1,0,1,80.51,7.84,2023-10-06T00:00:30+09:00
2024-01-03T20:25:00+09:00,27.74,26.33,40.56,10.19,1128.54,3.01,8.16,267.48,33.91,8.85,3.59,11.27,7.43,501.06,5568.41,51.62,1,1,0,1,1,0,80.36,7.81,2023-10-05T07:56:12+09:00
2024-01-03T20:25:30+09:00,27.81,26.4,40.93,10.19,1146.45,3.01,8.19,266.4,33.96,8.86,3.49,11.33,7.4,505.45,5556.68,50.92,1,0,0,1,0,1,81.25,7.72,2023-10-04T16:35:06+09:00
2024-01-03T20:26:00+09:00,27.87,26.47,40.91,10.21,1145.23,3.04,8.12,269.33,33.92,8.85,3.4,11.45,7.37,512.07,5546.85,50.78,0,1,0,1,0,1,80.33,7.7,2023-10-05T13:57:12+09:00
2024-01-03T20:26:30+09:00,27.96,26.45,40.51,10.17,1119.97,3.06,8.29,270.18,34.02,8.87,3.49,11.42,7.4,514.22,5577.89,51.39,1,0,1,1,1,1,79.48,7.65,2023-10-05T07:00:06+09:00
2024-01-03T20:27:00+09:00,27.99,26.47,40.77,10.17,1145.39,3.03,8.18,266.02,34.05,8.9,3.43,11.43,7.38,514.81,5586.08,51.4,0,1,1,1,0,1,79.8,7.74,2023-10-04T14:12:36+09:00
2024-01-03T20:27:30+09:00,27.87,26.55,40.91,10.14,1139.18,3.02,8.16,256.46,34.07,8.9,3.46,11.38,7.35,515.71,5587.76,51.6,1,1,1,1,1,0,80.22,7.79,2023-10-05T04:08:18+09:00
2024-01-03T20:28:00+09:00,27.93,26.52,41.23,10.17,1126.83,2.98,8.2,263.19,34.06,8.87,3.38,11.51,7.39,508.32,5620.64,51.83,0,1,0,1,0,0,79.69,7.72,2023-10-04T04:08:48+09:00
2024-01-03T20:28:30+09:00,27.96,26.54,40.99,10.18,1113.86,2.98,8.29,262.09,34.16,8.89,3.35,11.53,7.37,502.35,5625.76,51.69,0,0,1,1,1,0,80.04,7.7,2023-10-03T14:57:18+09:00
2024-01-03T20:29:00+09:00,27.84,26.6,40.64,10.14,1113.82,2.98,8.48,265.99,34.22,8.92,3.41,11.46,7.33,495.76,5630.32,52.32,0,0,1,1,0,0,80.95,7.6,2023-10-03T06:05:00+09:00
2024-01-03T20:29:30+09:00,27.97,26.67,40.89,10.12,1117.43,2.95,8.33,257.23,34.23,8.93,3.34,11.41,7.34,499.75,5639.72,51.64,0,1,0,0,1,0,80.43,7.6,2023-10-04T02:58:18+09:00
2024-01-03T20:30:00+09:00,28.06,26.63,41.13,10.08,1117.28,2.92,8.3,266.93,34.32,8.96,3.41,11.39,7.38,493.9,5684.07,52.33,0,0,0,0,0,0,81.06,7.68,2023-10-05T00:49:12+09:00
2024-01-03T20:30:30+09:00,28.24,26.64,41.23,10.09,1113.11,2.92,8.31,269.69,34.39,8.98,3.36,11.53,7.34,490.85,5694.57,52.48,1,0,1,1,0,1,80.69,7.74,2023-10-04T03:42:30+09:00
2024-01-03T20:31:00+09:00,28.43,26.66,40.98,10.08,1137.0,2.89,8.48,267.19,34.39,8.98,3.27,11.39,7.31,484.16,5716.01,52.71,0,0,1,1,1,0,80.53,7.65,2023-10-04T03:57:24+09:00
2024-01-03T20:31:30+09:00,28.35,26.59,41.4,10.1,1139.23,2.89,8.4,276.89,34.35,9.0,3.28,11.21,7.28,484.17,5760.66,51.84,0,1,0,1,0,0,81.5,7.57,2023-10-03T16:12:18+09:00
2024-01-03T20:32:00+09:00,28.41,26.68,40.92,10.12,1128.36,2.89,8.55,274.52,34.36,8.97,3.31,11.25,7.29,482.8,5744.67,52.11,0,0,0,1,1,1,81.9,7.54,2023-10-04T12:22:24+09:00
2024-01-03T20:32:30+09:00,28.37,26.72,41.08,10.09,1118.45,2.93,8.63,280.56,34.32,8.97,3.39,11.11,7.34,481.92,5725.46,52.49,1,0,0,1,0,0,81.37,7.63,2023-10-03T13:34:54+09:00
2024-01-03T20:33:00+09:00,28.36,26.81,41.27,10.08,1091.6,2.9,8.73,281.43,34.4,8.96,3.47,11.07,7.37,475.92,5747.62,53.03,1,0,1,0,0,1,82.29,7.59,2023-10-03T23:25:48+09:00
2024-01-03T20:33:30+09:00,28.31,26.71,41.7,10.12,1085.12,2.88,8.85,286.17,34.38,8.94,3.43,10.99,7.38,473.03,5714.48,53.45,0,0,1,1,1,0,83.21,7.56,2023-10-03T10:14:18+09:00
2024-01-03T20:34:00+09:00,28.2,26.8,41.79,10.15,1107.32,2.85,8.8,289.65,34.41,8.94,3.35,10.88,7.35,481.25,5743.69,52.95,0,0,0,0,1,1,83.92,7.47,2023-10-02T12:38:48+09:00
2024-01-03T20:34:30+09:00,28.16,26.88,41.36,10.11,1136.6,2.85,8.78,290.13,34.33,8.97,3.43,11.02,7.38,479.77,5781.33,52.55,1,0,1,1,0,1,83.22,7.41,2023-10-02T16:15:18+09:00
2024-01-03T20:35:00+09:00,28.12,26.97,40.87,10.06,1111.53,2.81,8.96,291.46,34.4,9.0,3.37,10.83,7.33,479.21,5807.16,52.87,1,0,1,0,1,0,83.47,7.49,2023-10-02T06:11:00+09:00
2024-01-03T20:35:30+09:00,28.04,26.92,40.79,10.07,1108.55,2.81,9.15,300.35,34.44,9.02,3.28,11.01,7.31,470.77,5765.15,52.81,0,1,1,0,1,0,84.47,7.55,2023-10-01T22:16:18+09:00
2024-01-03T20:36:00+09:00,27.89,26.85,41.2,10.07,1090.36,2.81,8.99,305.92,34.54,9.0,3.32,10.95,7.28,469.29,5717.9,52.88,0,1,0,1,1,0,84.11,7.62,2023-10-01T04:31:12+09:00
2024-01-03T20:36:30+09:00,27.88,26.87,40.89,10.05,1079.37,2.85,9.06,299.74,34.57,9.02,3.35,10.89,7.25,478.97,5764.78,52.36,1,1,0,0,0,0,84.19,7.65,2023-10-02T00:55:42+09:00
2024-01-03T20:37:00+09:00,27.76,26.87,41.37,10.05,1052.73,2.81,9.26,304.25,34.51,9.05,3.36,10.88,7.27,486.43,5796.85,51.41,0,1,0,0,0,1,83.25,7.75,2023-10-02T21:20:12+09:00
2024-01-03T20:37:30+09:00,27.76,26.93,41.55,10.08,1055.39,2.86,9.37,303.31,34.58,9.03,3.42,10.89,7.24,489.08,5751.1,51.97,0,0,1,0,0,0,83.25,7.81,2023-10-02T04:32:42+09:00
2024-01-03T20:38:00+09:00,27.61,26.83,41.66,10.11,1027.06,2.86,9.41,313.2,34.58,9.05,3.39,10.82,7.2,479.45,5783.13,51.68,0,0,1,0,1,1,84.01,7.78,2023-10-02T18:42:48+09:00
2024-01-03T20:38:30+09:00,27.63,26.75,41.6,10.06,1049.95,2.9,9.23,319.03,34.5,9.08,3.48,10.66,7.18,484.75,5815.31,51.36,1,0,1,1,1,0,84.24,7.76,2023-10-02T22:19:18+09:00
2024-01-03T20:39:00+09:00,27.72,26.7,41.16,10.05,1056.64,2.89,9.23,313.43,34.59,9.09,3.48,10.69,7.23,483.52,5814.29,50.97,1,0,1,1,1,0,84.01,7.8,2023-10-03T07:12:36+09:00
2024-01-03T20:39:30+09:00,27.89,26.63,41.21,10.06,1068.95,2.86,9.39,312.89,34.51,9.07,3.52,10.53,7.24,485.06,5818.99,50.05,1,0,0,0,1,1,84.07,7.76,2023-10-03T05:17:54+09:00
2024-01-03T20:40:00+09:00,27.8,26.61,41.08,10.05,1077.2,2.88,9.48,321.26,34.5,9.04,3.48,10.41,7.27,478.45,5826.0,49.25,0,1,1,0,1,0,83.79,7.75,2023-10-03T00:30:24+09:00
2024-01-03T20:40:30+09:00,27.97,26.54,41.18,10.02,1062.64,2.84,9.49,312.42,34.47,9.07,3.48,10.54,7.24,470.67,5858.3,49.78,1,1,0,1,0,0,83.37,7.71,2023-10-03T15:38:06+09:00
2024-01-03T20:41:00+09:00,28.06,26.48,40.75,10.07,1075.55,2.82,9.62,312.88,34.38,9.07,3.46,10.7,7.24,475.33,5863.5,49.15,0,1,1,1,1,1,82.87,7.76,2023-10-04T13:00:12+09:00
2024-01-03T20:41:30+09:00,28.17,26.43,40.93,10.05,1083.3,2.77,9.64,312.48,34.3,9.06,3.46,10.85,7.23,472.04,5818.43,48.2,0,1,1,1,0,0,83.65,7.77,2023-10-04T01:15:06+09:00
2024-01-03T20:42:00+09:00,28.04,26.41,41.12,10.04,1061.35,2.75,9.82,302.91,34.26,9.06,3.43,10.75,7.28,469.69,5798.52,48.05,1,0,1,0,0,1,82.95,7.76,2023-10-03T19:58:48+09:00
2024-01-03T20:42:30+09:00,28.12,26.4,41.28,10.04,1055.14,2.7,9.73,308.14,34.24,9.07,3.39,10.63,7.33,476.41,5846.02,48.62,0,0,1,1,1,0,82.83,7.81,2023-10-03T12:04:06+09:00
2024-01-03T20:43:00+09:00,28.06,26.32,41.19,10.06,1070.15,2.73,9.82,316.98,34.29,9.04,3.43,10.43,7.29,466.86,5818.89,48.98,1,1,1,1,1,1,82.29,7.9,2023-10-04T05:07:00+09:00
2024-01-03T20:43:30+09:00,27.95,26.31,41.39,10.1,1068.45,2.72,9.74,325.29,34.21,9.05,3.5,10.51,7.25,465.07,5842.89,48.65,0,0,0,0,0,0,82.65,7.84,2023-10-03T09:41:06+09:00
2024-01-03T20:44:00+09:00,27.85,26.37,41.16,10.15,1071.01,2.69,9.7,327.38,34.13,9.06,3.55,10.32,7.21,466.24,5868.87,48.62,1,0,1,1,0,0,83.57,7.77,2023-10-03T04:10:24+09:00
2024-01-03T20:44:30+09:00,27.65,26.39,41.16,10.17,1076.35,2.67,9.8,317.54,34.12,9.07,3.6,10.46,7.16,474.33,5900.58,49.61,0,0,0,0,0,1,82.66,7.69,2023-10-03T12:34:54+09:00
2024-01-03T20:45:00+09:00,27.8,26.37,41.56,10.12,1050.01,2.66,9.86,309.36,34.18,9.07,3.65,10.41,7.2,464.74,5881.87,50.09,1,0,1,0,1,1,83.48,7.76,2023-10-03T01:18:36+09:00
2024-01-03T20:45:30+09:00,27.9,26.32,41.31,10.11,1062.61,2.66,9.68,307.47,34.23,9.08,3.66,10.53,7.25,461.03,5880.12,49.53,0,0,0,0,0,1,83.74,7.8,2023-10-03T02:45:30+09:00
2024-01-03T20:46:00+09:00,28.01,26.23,41.3,10.09,1054.32,2.66,9.66,301.04,34.22,9.05,3.57,10.63,7.27,467.12,5897.87,49.28,1,0,0,1,1,0,84.36,7.79,2023-10-02T17:10:00+09:00
2024-01-03T20:46:30+09:00,28.02,26.3,40.91,10.13,1051.13,2.63,9.66,300.74,34.14,9.03,3.64,10.78,7.29,458.11,5910.29,48.9,0,0,1,0,1,1,84.48,7.77,2023-10-03T04:27:18+09:00
2024-01-03T20:47:00+09:00,27.86,26.23,40.91,10.17,1062.23,2.6,9.5,305.08,34.21,9.03,3.58,10.66,7.26,464.93,5876.02,49.12,1,1,1,1,0,1,85.24,7.7,2023-10-02T08:18:12+09:00
2024-01-03T20:47:30+09:00,28.02,26.22,40.75,10.15,1034.18,2.65,9.48,303.88,34.19,9.04,3.6,10.62,7.28,464.9,5847.34,48.84,0,1,1,0,1,1,84.65,7.69,2023-10-01T16:28:18+09:00
2024-01-03T20:48:00+09:00,28.18,26.18,40.49,10.16,1030.98,2.61,9.37,296.51,34.17,9.06,3.52,10.64,7.25,464.83,5797.57,48.35,0,0,0,1,0,0,85.43,7.62,2023-10-01T02:19:12+09:00
2024-01-03T20:48:30+09:00,28.06,26.19,40.77,10.14,1006.13,2.65,9.45,296.39,34.1,9.06,3.61,10.48,7.26,473.7,5754.91,49.01,0,0,0,0,1,0,85.0,7.7,2023-09-30T20:34:06+09:00
2024-01-03T20:49:00+09:00,28.0,26.17,40.4,10.16,1014.49,2.65,9.35,302.03,34.01,9.03,3.65,10.31,7.24,470.69,5783.78,49.25,0,1,0,0,0,0,85.18,7.76,2023-09-29T23:13:00+09:00
2024-01-03T20:49:30+09:00,27.99,26.22,40.22,10.15,996.2,2.68,9.16,311.43,33.99,9.0,3.69,10.32,7.27,465.67,5831.1,49.42,1,0,0,1,0,0,84.64,7.83,2023-09-30T22:01:30+09:00
2024-01-03T20:50:00+09:00,28.01,26.17,40.5,10.16,988.44,2.71,9.32,304.64,33.9,9.02,3.63,10.43,7.24,468.26,5863.87,49.07,1,1,1,1,1,0,84.1,7.9,2023-10-01T17:28:24+09:00
2024-01-03T20:50:30+09:00,28.12,26.1,40.4,10.2,997.41,2.71,9.32,298.48,33.92,9.01,3.54,10.56,7.29,463.49,5824.29,48.99,0,0,1,1,1,1,83.69,8.0,2023-09-30T23:28:54+09:00
2024-01-03T20:51:00+09:00,28.15,26.09,40.37,10.22,1016.06,2.72,9.38,291.17,34.0,8.98,3.64,10.49,7.27,472.74,5872.18,49.76,1,1,1,1,1,1,84.61,7.95,2023-10-01T21:34:12+09:00
2024-01-03T20:51:30+09:00,28.02,26.0,40.49,10.2,990.13,2.68,9.53,295.82,34.07,9.0,3.63,10.45,7.23,478.88,5826.25,49.51,0,0,1,0,1,0,84.77,7.86,2023-10-01T22:17:54+09:00
2024-01-03T20:52:00+09:00,28.17,26.08,40.14,10.22,1013.36,2.68,9.44,304.69,34.04,8.99,3.64,10.31,7.28,469.67,5848.36,49.02,0,0,1,0,1,1,83.88,7.91,2023-10-01T09:20:48+09:00
2024-01-03T20:52:30+09:00,28.12,26.0,39.82,10.22,990.25,2.7,9.38,306.79,34.09,9.01,3.6,10.15,7.26,470.73,5828.23,48.8,0,0,1,1,0,1,82.89,7.86,2023-09-30T18:57:18+09:00
2024-01-03T20:53:00+09:00,28.17,25.95,39.81,10.26,1013.31,2.71,9.24,300.17,34.05,8.98,3.69,10.23,7.31,465.36,5785.94,49.74,1,1,1,1,1,0,82.81,7.82,2023-09-30T02:24:12+09:00
2024-01-03T20:53:30+09:00,28.26,26.0,40.09,10.26,1016.88,2.75,9.3,298.61,34.03,9.0,3.66,10.08,7.3,468.64,5809.43,50.44,0,0,0,0,0,1,82.24,7.78,2023-09-30T06:29:30+09:00
2024-01-03T20:54:00+09:00,28.3,25.93,39.74,10.3,1020.86,2.76,9.22,302.7,33.99,9.02,3.62,10.08,7.27,465.43,5805.94,51.39,1,1,0,0,1,1,82.55,7.7,2023-09-30T10:06:00+09:00
2024-01-03T20:54:30+09:00,28.33,25.91,40.22,10.28,991.27,2.74,9.37,302.53,33.95,9.02,3.63,10.13,7.29,460.64,5781.19,52.37,0,1,1,1,0,1,81.94,7.71,2023-10-01T09:08:54+09:00
2024-01-03T20:55:00+09:00,28.38,25.96,39.84,10.29,977.24,2.76,9.3,306.65,33.98,9.0,3.66,10.04,7.34,465.04,5738.35,53.07,1,0,0,1,1,0,81.7,7.78,2023-09-30T22:50:12+09:00
2024-01-03T20:55:30+09:00,28.43,25.89,39.95,10.33,1000.57,2.77,9.2,311.54,34.03,8.99,3.58,10.09,7.3,466.73,5771.73,52.23,0,1,0,0,1,0,80.71,7.82,2023-09-30T19:57:54+09:00
2024-01-03T20:56:00+09:00,28.3,25.88,39.83,10.29,985.28,2.78,9.06,302.16,33.94,9.02,3.52,9.92,7.27,462.44,5768.5,51.85,0,0,0,0,1,0,79.92,7.77,2023-10-01T00:03:12+09:00
2024-01-03T20:56:30+09:00,28.19,25.81,39.56,10.28,985.35,2.8,8.91,305.83,33.94,9.01,3.57,10.09,7.29,460.48,5730.97,51.58,0,1,1,1,0,0,79.44,7.82,2023-09-30T17:06:06+09:00
2024-01-03T20:57:00+09:00,28.26,25.81,39.43,10.3,965.23,2.76,8.99,297.34,33.95,9.0,3.66,9.96,7.31,460.14,5766.87,51.02,0,0,0,0,1,1,80.06,7.75,2023-09-30T15:40:12+09:00
2024-01-03T20:57:30+09:00,28.41,25.82,39.01,10.27,952.41,2.76,8.94,292.75,33.95,8.97,3.56,9.79,7.35,451.87,5811.99,51.96,1,0,0,0,0,1,80.33,7.72,2023-10-01T08:28:42+09:00
2024-01-03T20:58:00+09:00,28.29,25.78,38.61,10.28,938.37,2.77,8.95,289.2,33.9,8.98,3.63,9.72,7.36,455.49,5842.33,51.89,0,0,1,0,1,0,80.18,7.72,2023-09-30T23:50:48+09:00
2024-01-03T20:58:30+09:00,28.36,25.7,38.61,10.33,940.76,2.74,8.92,292.38,33.83,9.0,3.71,9.62,7.34,451.48,5834.96,52.67,0,1,1,0,1,0,79.82,7.62,2023-09-30T12:48:54+09:00
2024-01-03T20:59:00+09:00,28.44,25.73,38.87,10.29,921.77,2.7,8.88,293.4,33.74,9.02,3.68,9.75,7.32,459.44,5833.29,52.93,0,1,0,1,0,0,80.75,7.61,2023-10-01T03:13:24+09:00
2024-01-03T20:59:30+09:00,28.51,25.65,38.68,10.34,901.56,2.68,8.76,288.41,33.8,9.01,3.77,9.7,7.33,464.21,5838.52,52.78,1,0,0,0,1,1,81.22,7.56,2023-10-01T06:35:30+09:00
2024-01-03T21:00:00+09:00,28.59,25.74,39.02,10.3,927.12,2.72,8.92,288.62,33.79,9.01,3.73,9.79,7.31,461.58,5880.79,52.87,1,0,0,0,1,0,80.38,7.53,2023-09-30T16:55:12+09:00
2024-01-03T21:00:30+09:00,28.47,25.82,39.07,10.27,911.57,2.68,9.09,279.48,33.85,9.0,3.68,9.8,7.32,451.81,5893.68,52.0,0,0,0,1,0,0,79.64,7.46,2023-10-01T12:50:54+09:00
2024-01-03T21:01:00+09:00,28.4,25.91,39.12,10.25,912.03,2.67,8.92,282.57,33.86,9.02,3.64,9.64,7.29,447.73,5895.58,52.6,0,1,0,0,1,0,80.41,7.54,2023-10-01T13:34:36+09:00
2024-01-03T21:01:30+09:00,28.4,25.84,39.24,10.3,886.11,2.64,8.83,285.5,33.85,9.01,3.63,9.66,7.31,443.3,5909.24,51.98,0,1,1,1,1,1,80.36,7.51,2023-10-02T09:30:18+09:00
2024-01-03T21:02:00+09:00,28.41,25.85,39.48,10.27,884.24,2.59,8.71,293.11,33.76,8.98,3.58,9.84,7.31,448.52,5916.31,51.72,0,0,1,1,0,0,79.56,7.53,2023-10-01T22:42:48+09:00
2024-01-03T21:02:30+09:00,28.48,25.82,39.67,10.26,881.88,2.58,8.74,289.79,33.8,8.98,3.6,9.82,7.28,449.11,5930.97,52.2,1,1,0,0,0,0,79.83,7.44,2023-09-30T23:26:30+09:00
2024-01-03T21:03:00+09:00,28.4,25.72,40.11,10.26,855.26,2.59,8.79,293.58,33.76,9.0,3.66,9.84,7.32,444.11,5950.65,51.49,0,1,0,1,1,1,80.09,7.42,2023-10-01T22:58:12+09:00
2024-01-03T21:03:30+09:00,28.38,25.71,40.31,10.24,841.84,2.55,8.61,295.24,33.77,8.97,3.56,9.99,7.37,443.46,5935.38,50.87,1,0,0,0,0,0,80.76,7.51,2023-10-02T09:46:42+09:00
2024-01-03T21:04:00+09:00,28.5,25.63,40.32,10.19,862.93,2.55,8.78,297.8,33.73,8.97,3.66,10.12,7.33,442.93,5949.49,50.13,1,1,1,0,0,0,81.24,7.5,2023-10-01T10:16:00+09:00
2024-01-03T21:04:30+09:00,28.57,25.66,40.25,10.17,853.47,2.5,8.79,296.64,33.82,8.97,3.73,10.19,7.3,447.83,5909.83,50.83,1,0,1,0,1,0,81.51,7.58,2023-10-02T02:50:06+09:00
2024-01-03T21:05:00+09:00,28.72,25.63,39.98,10.12,832.87,2.48,8.71,288.22,33.74,8.95,3.7,10.04,7.26,450.39,5917.47,50.05,0,1,0,0,0,1,82.24,7.65,2023-10-02T08:21:48+09:00
2024-01-03T21:05:30+09:00,28.65,25.67,39.76,10.13,839.49,2.47,8.69,286.14,33.71,8.94,3.67,10.04,7.28,449.46,5919.53,49.51,0,1,0,1,0,1,81.63,7.63,2023-10-01T22:17:30+09:00
2024-01-03T21:06:00+09:00,28.6,25.64,39.38,10.12,863.73,2.44,8.66,277.23,33.65,8.96,3.6,10.16,7.25,454.56,5930.93,48.52,0,0,0,1,1,1,81.62,7.68,2023-09-30T23:44:24+09:00
2024-01-03T21:06:30+09:00,28.51,25.69,39.11,10.17,871.65,2.49,8.62,267.78,33.66,8.96,3.7,10.07,7.29,449.67,5931.58,48.47,1,1,1,1,0,1,82.46,7.59,2023-10-01T04:04:06+09:00
2024-01-03T21:07:00+09:00,28.58,25.66,39.56,10.17,844.29,2.5,8.62,260.54,33.73,8.94,3.64,9.88,7.3,452.06,5934.1,49.17,1,0,0,1,0,1,82.26,7.63,2023-10-02T03:35:48+09:00
2024-01-03T21:07:30+09:00,28.74,25.66,39.53,10.19,848.71,2.52,8.78,256.4,33.65,8.92,3.65,9.78,7.32,446.98,5962.77,49.97,0,1,1,0,0,1,81.32,7.7,2023-10-02T17:02:42+09:00
2024-01-03T21:08:00+09:00,28.64,25.69,39.81,10.22,852.12,2.53,8.6,251.14,33.59,8.93,3.59,9.75,7.35,448.59,5950.39,50.56,0,0,0,0,1,1,80.71,7.67,2023-10-03T02:53:36+09:00
2024-01-03T21:08:30+09:00,28.57,25.74,39.91,10.23,867.4,2.58,8.59,259.93,33.6,8.92,3.63,9.89,7.32,452.64,5936.24,50.25,1,0,0,1,1,0,79.86,7.62,2023-10-02T12:01:18+09:00
2024-01-03T21:09:00+09:00,28.68,25.73,39.86,10.27,869.6,2.61,8.7,261.17,33.65,8.89,3.56,10.05,7.34,447.97,5906.68,50.45,0,1,0,1,1,1,80.52,7.53,2023-10-03T06:01:48+09:00
2024-01-03T21:09:30+09:00,28.83,25.71,40.04,10.25,844.98,2.58,8.7,265.27,33.64,8.88,3.51,9.92,7.35,452.03,5893.63,50.58,1,1,0,1,1,0,79.57,7.57,2023-10-02T22:07:06+09:00
2024-01-03T21:10:00+09:00,28.78,25.7,40.47,10.29,817.91,2.57,8.7,255.38,33.55,8.87,3.61,10.0,7.4,442.13,5940.93,50.67,0,0,0,0,1,1,79.24,7.48,2023-10-02T21:53:12+09:00
2024-01-03T21:10:30+09:00,28.88,25.65,40.03,10.25,832.62,2.58,8.75,263.42,33.46,8.86,3.71,10.01,7.44,441.24,5968.16,49.83,1,1,0,0,1,0,79.98,7.55,2023-10-03T08:41:42+09:00
2024-01-03T21:11:00+09:00,28.79,25.66,39.56,10.24,831.27,2.54,8.66,265.03,33.52,8.83,3.66,10.05,7.48,451.02,5937.72,50.14,0,0,1,0,1,0,79.9,7.6,2023-10-03T12:47:00+09:00
2024-01-03T21:11:30+09:00,28.75,25.66,40.01,10.27,813.68,2.56,8.75,257.83,33.53,8.84,3.69,9.91,7.53,447.35,5957.67,49.26,0,0,1,0,1,1,80.32,7.68,2023-10-04T04:09:06+09:00
2024-01-03T21:12:00+09:00,28.86,25.57,39.54,10.24,843.46,2.55,8.65,250.98,33.58,8.83,3.79,10.03,7.53,442.48,5981.92,49.02,1,1,0,0,1,0,80.16,7.6,2023-10-05T01:45:36+09:00
2024-01-03T21:12:30+09:00,28.97,25.49,39.11,10.22,820.23,2.59,8.49,258.71,33.65,8.84,3.74,9.92,7.53,433.25,5938.95,48.74,1,1,0,0,0,1,79.3,7.62,2023-10-05T16:10:06+09:00
2024-01-03T21:13:00+09:00,28.96,25.47,39.3,10.23,832.67,2.55,8.36,263.46,33.63,8.83,3.78,9.9,7.55,437.97,5960.38,48.19,0,0,0,0,1,1,79.65,7.66,2023-10-06T13:46:36+09:00
2024-01-03T21:13:30+09:00,29.01,25.38,39.55,10.27,812.92,2.55,8.2,268.44,33.63,8.85,3.71,10.09,7.54,430.89,5941.56,48.66,1,1,1,0,1,0,80.6,7.74,2023-10-06T03:13:30+09:00
2024-01-03T21:14:00+09:00,29.07,25.29,39.4,10.31,796.99,2.52,8.21,262.78,33.63,8.83,3.62,10.11,7.52,425.56,5929.56,48.75,0,0,0,1,1,1,80.87,7.81,2023-10-06T11:09:12+09:00
2024-01-03T21:14:30+09:00,29.09,25.28,39.81,10.3,808.41,2.48,8.18,258.44,33.58,8.82,3.55,9.97,7.51,433.04,5949.1,49.66,1,1,0,0,1,1,81.34,7.9,2023-10-06T07:48:06+09:00
2024-01-03T21:15:00+09:00,29.19,25.26,40.03,10.25,788.94,2.48,7.99,261.39,33.68,8.8,3.53,10.11,7.47,437.6,5910.09,50.54,0,0,1,0,1,0,82.23,7.9,2023-10-07T00:22:12+09:00
2024-01-03T21:15:30+09:00,29.16,25.3,39.68,10.21,761.09,2.45,7.92,267.79,33.78,8.78,3.61,10.07,7.43,429.94,5941.27,50.56,1,0,1,1,1,1,81.51,7.9,2023-10-07T00:08:18+09:00
2024-01-03T21:16:00+09:00,29.08,25.26,40.05,10.21,788.12,2.5,7.88,267.74,33.81,8.79,3.52,9.96,7.41,434.05,5911.68,50.09,1,0,0,1,0,0,81.03,7.87,2023-10-07T12:23:12+09:00
2024-01-03T21:16:30+09:00,28.95,25.26,40.5,10.16,769.87,2.46,7.76,274.01,33.9,8.78,3.6,9.87,7.43,429.74,5950.86,49.65,0,0,0,1,0,1,80.88,7.89,2023-10-08T03:16:30+09:00
2024-01-03T21:17:00+09:00,29.12,25.17,40.99,10.18,769.84,2.45,7.82,283.56,33.99,8.78,3.66,9.98,7.39,422.71,5949.89,49.2,0,1,0,1,0,0,80.6,7.97,2023-10-07T20:05:00+09:00
2024-01-03T21:17:30+09:00,29.13,25.21,40.93,10.18,746.68,2.48,7.69,286.23,34.07,8.77,3.59,10.02,7.41,414.94,5946.33,49.83,0,1,1,0,0,0,81.15,8.06,2023-10-06T21:17:30+09:00
2024-01-03T21:18:00+09:00,29.01,25.18,41.16,10.2,764.42,2.45,7.76,283.98,34.05,8.79,3.63,10.2,7.43,423.81,5941.18,50.66,1,0,0,1,0,0,80.5,8.01,2023-10-06T07:51:36+09:00
2024-01-03T21:18:30+09:00,28.9,25.1,40.71,10.23,765.05,2.42,7.88,280.06,34.11,8.78,3.61,10.27,7.47,416.69,5921.08,50.84,0,0,1,1,0,1,81.3,7.95,2023-10-06T16:30:30+09:00
2024-01-03T21:19:00+09:00,28.82,25.17,41.21,10.18,790.12,2.4,7.7,280.15,34.1,8.78,3.51,10.11,7.47,410.37,5940.49,50.53,1,0,1,0,0,1,80.76,8.04,2023-10-05T22:45:24+09:00
2024-01-03T21:19:30+09:00,28.9,25.24,41.65,10.21,774.26,2.4,7.56,280.97,34.02,8.75,3.42,9.99,7.44,407.26,5951.81,50.31,1,1,0,1,0,0,81.3,8.02,2023-10-05T23:29:06+09:00
2024-01-03T21:20:00+09:00,28.7,25.23,42.13,10.23,792.63,2.39,7.54,277.62,33.96,8.75,3.46,10.18,7.45,416.25,5963.45,50.06,0,0,0,0,0,0,81.79,8.11,2023-10-06T20:51:12+09:00
